Year,Region,Model,Unit_Sold,Price_USD,Revenue,Sales_Classification
2012,North America,i8,7630,76438,583221940,High
2022,Africa,i8,9130,43297,395301610,High
2016,Asia,M5,3470,34769,120648430,Low
2011,Africa,M5,5379,31338,168567102,Low
2010,Asia,i3,6240,104823,654095520,Low
2018,Africa,X1,3816,119281,455176296,Low
2015,Middle East,3 Series,2557,66921,171116997,Low
2018,Asia,M5,1756,111393,195606108,Low
2021,South America,3 Series,5072,109532,555546304,Low
2012,Europe,3 Series,4306,82655,355912430,Low
2012,Europe,7 Series,2987,99020,295772740,Low
2019,North America,X3,8920,58152,518715840,High
2021,Europe,M3,1324,88342,116964808,Low
2012,South America,M5,4441,38275,169979275,Low
2011,Europe,X5,6370,101587,647109190,Low
2022,Africa,i8,3401,90021,306161421,Low
2020,Middle East,X3,6560,94291,618548960,Low
2015,Asia,i8,1707,75411,128726577,Low
2012,South America,X1,8509,104281,887327029,High
2014,Middle East,X3,3233,60159,194494047,Low
2022,North America,5 Series,7165,45666,327196890,High
2020,South America,X1,1831,111559,204264529,Low
2014,Asia,X1,7943,102570,814713510,High
2019,North America,7 Series,2658,87321,232099218,Low
2012,North America,X6,4821,30479,146939259,Low
2012,Europe,X3,8874,38208,339057792,High
2010,North America,M5,8350,34575,288701250,High
2015,Europe,i3,4629,98043,453841047,Low
2012,Asia,X6,3190,63009,200998710,Low
2024,Middle East,X3,1298,91325,118539850,Low
2010,Asia,X5,5445,117376,639112320,Low
2022,South America,X6,4417,62148,274507716,Low
2023,North America,5 Series,8112,115207,934559184,High
2023,Asia,X1,2699,52106,140634094,Low
2022,Middle East,i8,1653,118556,195973068,Low
2019,Middle East,X3,6356,69117,439307652,Low
2018,North America,X3,7526,53952,406042752,High
2020,Middle East,X1,9898,91330,903984340,High
2010,South America,3 Series,2637,79511,209670507,Low
2014,Asia,X3,864,63030,54457920,Low
2014,Europe,3 Series,140,105772,14808080,Low
2024,Middle East,3 Series,9358,78610,735632380,High
2011,South America,7 Series,7004,68927,482764708,High
2023,Middle East,3 Series,2693,103786,279495698,Low
2023,South America,M5,7865,45624,358832760,High
2022,Europe,i3,9661,37753,364731733,High
2010,South America,i3,2665,99888,266201520,Low
2015,Middle East,X6,1998,30312,60563376,Low
2024,North America,M3,1748,49614,86725272,Low
2016,South America,X1,5086,45407,230940002,Low
2020,Asia,i3,5170,58248,301142160,Low
2020,Middle East,5 Series,5736,117140,671915040,Low
2018,Middle East,7 Series,6371,115183,733830893,Low
2017,North America,X3,2758,64037,176614046,Low
2019,Asia,i8,4789,104865,502198485,Low
2012,Africa,5 Series,2717,71056,193059152,Low
2018,South America,X1,7408,51659,382689872,High
2010,Africa,5 Series,6128,42423,259968144,Low
2022,Europe,X6,8120,72350,587482000,High
2015,Africa,M5,468,79099,37018332,Low
2022,Europe,X6,253,43127,10911131,Low
2023,South America,X1,9134,117986,1077684124,High
2019,North America,M5,8092,32883,266089236,High
2011,Europe,X5,8667,89014,771484338,High
2019,Europe,i3,9540,82357,785685780,High
2018,Asia,3 Series,5710,51550,294350500,Low
2018,Africa,X3,2858,74820,213835560,Low
2017,Europe,X1,4644,53651,249155244,Low
2022,Europe,M3,4273,32001,136740273,Low
2020,South America,M5,9919,89591,888653129,High
2016,Europe,X5,112,78343,8774416,Low
2023,Asia,7 Series,7908,70726,559301208,High
2015,Africa,X6,2598,54976,142827648,Low
2011,Europe,X6,6277,32126,201654902,Low
2023,Europe,7 Series,5970,111145,663535650,Low
2013,South America,7 Series,1330,77882,103583060,Low
2019,South America,X6,5074,34718,176159132,Low
2016,North America,3 Series,4026,112708,453762408,Low
2023,North America,5 Series,666,67784,45144144,Low
2022,South America,X1,600,71951,43170600,Low
2015,Europe,i3,4329,65820,284934780,Low
2018,Europe,i8,334,72501,24215334,Low
2022,Europe,X3,9447,115528,1091393016,High
2022,North America,M5,9197,54788,503885236,High
2014,Middle East,i3,5641,44415,250545015,Low
2021,Middle East,3 Series,8994,59477,534936138,High
2021,Middle East,3 Series,6364,87400,556213600,Low
2015,North America,7 Series,6649,103836,690405564,Low
2019,Europe,3 Series,7740,106265,822491100,High
2015,Middle East,M3,5588,83530,466765640,Low
2023,Middle East,7 Series,650,73988,48092200,Low
2017,North America,i3,5162,87645,452423490,Low
2017,South America,5 Series,8038,33530,269514140,High
2015,Africa,X5,9701,105299,1021505599,High
2017,Europe,X5,6557,116733,765418281,Low
2016,North America,M5,1832,76148,139503136,Low
2010,Africa,5 Series,6099,75054,457754346,Low
2014,South America,X5,6790,56247,381917130,Low
2020,Asia,3 Series,6305,108050,681255250,Low
2024,Africa,M3,2040,33171,67668840,Low
2019,North America,M5,4924,57460,282933040,Low
2019,North America,X1,9791,74020,724729820,High
2022,Africa,X3,7576,46078,349086928,High
2019,South America,X5,1777,39286,69811222,Low
2014,Asia,7 Series,9523,100821,960118383,High
2019,Middle East,X6,4991,77892,388758972,Low
2023,North America,3 Series,5790,111633,646355070,Low
2018,Europe,3 Series,5760,93485,538473600,Low
2016,North America,X1,6855,104314,715072470,Low
2016,Europe,3 Series,3675,48405,177888375,Low
2019,Europe,i3,3962,75886,300660332,Low
2024,Europe,3 Series,3053,43722,133483266,Low
2011,North America,M5,4691,56471,264905461,Low
2017,Middle East,M3,4948,75516,373653168,Low
2012,Middle East,X5,2495,95431,238100345,Low
2024,South America,i8,7248,52303,379092144,High
2018,Middle East,7 Series,7844,43346,340006024,High
2024,Europe,X1,105,101906,10700130,Low
2015,South America,X3,9646,58159,561001714,High
2018,South America,5 Series,4191,72180,302506380,Low
2024,South America,X1,2970,96740,287317800,Low
2018,Middle East,7 Series,778,30948,24077544,Low
2016,Middle East,i3,7401,61254,453340854,High
2019,Asia,M5,7529,62960,474025840,High
2021,North America,7 Series,9774,86302,843515748,High
2017,Middle East,X5,7691,56394,433726254,High
2011,Asia,3 Series,862,108853,93831286,Low
2014,North America,X6,9847,85183,838797001,High
2024,Middle East,M5,4177,83782,349957414,Low
2012,Europe,M3,2722,56532,153880104,Low
2010,Africa,X5,1040,119824,124616960,Low
2022,South America,3 Series,7304,48416,353630464,High
2015,South America,M5,4431,45417,201242727,Low
2022,South America,M3,7522,65868,495459096,High
2021,Africa,7 Series,3364,59761,201036004,Low
2024,Europe,M5,5584,83093,463991312,Low
2018,Middle East,M3,204,70578,14397912,Low
2011,Middle East,3 Series,7007,56860,398418020,High
2018,Asia,X5,4079,43909,179104811,Low
2017,Europe,X3,2132,30827,65723164,Low
2020,Africa,i3,6863,111955,768347165,Low
2018,Europe,5 Series,3716,93568,347698688,Low
2014,Europe,X6,8399,44261,371748139,High
2022,Europe,M5,5681,113742,646168302,Low
2011,Asia,M5,3678,59457,218682846,Low
2019,South America,i8,2158,92683,200009914,Low
2019,South America,X6,3151,46616,146887016,Low
2015,South America,X6,3608,69771,251733768,Low
2016,South America,3 Series,8821,76703,676597163,High
2012,South America,5 Series,8691,65716,571137756,High
2023,Middle East,5 Series,8840,37048,327504320,High
2015,North America,M3,1228,91144,111924832,Low
2015,Africa,7 Series,9259,61612,570465508,High
2017,Asia,5 Series,8309,100026,831116034,High
2010,Africa,X3,8908,89506,797319448,High
2013,North America,i3,2887,33595,96988765,Low
2024,Middle East,M5,4934,96476,476012584,Low
2010,Africa,3 Series,5279,114003,601821837,Low
2017,Africa,i8,4514,87279,393977406,Low
2011,North America,X3,4754,66640,316806560,Low
2017,South America,3 Series,4668,118710,554138280,Low
2012,Europe,7 Series,4722,114353,539974866,Low
2017,South America,X1,3359,119347,400886573,Low
2015,Asia,3 Series,3527,63490,223929230,Low
2010,Africa,X1,7623,44532,339467436,High
2016,Europe,X3,5837,79772,465629164,Low
2022,Africa,M3,6637,76770,509522490,Low
2016,North America,i3,5275,75117,396242175,Low
2015,Africa,X6,9144,61292,560454048,High
2024,Europe,X1,2979,89230,265816170,Low
2010,Africa,3 Series,5209,85770,446775930,Low
2014,South America,X5,4197,119170,500156490,Low
2010,Europe,X1,1029,82839,85241331,Low
2010,Africa,i8,5534,68277,377844918,Low
2015,South America,X1,7729,69829,539708341,High
2017,Africa,M3,507,42970,21785790,Low
2010,North America,i3,5693,54031,307598483,Low
2011,Africa,5 Series,5187,112511,583594557,Low
2024,Africa,X3,8448,32064,270876672,High
2014,South America,X5,3383,111440,377001520,Low
2017,Middle East,X1,8842,112399,993831958,High
2020,Middle East,X6,5732,80438,461070616,Low
2013,Europe,M3,406,95635,38827810,Low
2024,Africa,X1,4870,35169,171273030,Low
2023,Africa,X6,8449,80695,681792055,High
2014,Asia,i8,4916,62315,306340540,Low
2019,North America,X3,3047,91955,280186885,Low
2014,South America,3 Series,7459,47426,353750534,High
2012,Middle East,X6,7323,64443,471916089,High
2015,Europe,X1,4605,31954,147148170,Low
2014,Europe,X6,1852,82156,152152912,Low
2024,South America,X3,4372,36685,160386820,Low
2011,Middle East,X5,3894,59069,230014686,Low
2023,Middle East,X6,2502,46368,116012736,Low
2019,South America,X3,4150,44319,183923850,Low
2023,Africa,M5,4820,110433,532287060,Low
2013,South America,i3,2089,90635,189336515,Low
2020,Africa,M5,5613,84664,475219032,Low
2013,Asia,i8,9653,40335,389353755,High
2016,Europe,X3,6930,46781,324192330,Low
2024,North America,X1,2360,41381,97659160,Low
2016,Africa,X6,5125,90547,464053375,Low
2018,North America,X5,1070,40401,43229070,Low
2024,Europe,X6,955,118662,113322210,Low
2019,Africa,i3,7434,79728,592697952,High
2021,Asia,X6,5311,89698,476386078,Low
2011,North America,X5,1086,62003,67335258,Low
2015,South America,7 Series,9521,107046,1019184966,High
2011,Asia,7 Series,4538,99547,451744286,Low
2018,Middle East,i8,7570,48548,367508360,High
2011,South America,M5,8523,114209,973403307,High
2015,Middle East,5 Series,1153,90297,104112441,Low
2017,Asia,7 Series,2536,78658,199476688,Low
2015,North America,X3,7919,81520,645556880,High
2021,Middle East,X6,329,94251,31008579,Low
2024,North America,M3,9712,45648,443333376,High
2012,South America,5 Series,4501,59038,265730038,Low
2014,North America,7 Series,1427,44778,63898206,Low
2013,South America,5 Series,7594,98752,749922688,High
2010,Asia,i8,2751,56355,155032605,Low
2014,South America,X5,8757,71546,626528322,High
2019,Europe,M3,6521,60201,392570721,Low
2021,South America,7 Series,8821,40614,358256094,High
2014,Europe,X3,9169,119801,1098455369,High
2016,North America,M5,3908,30716,120038128,Low
2024,Europe,X6,2816,97721,275182336,Low
2021,Africa,X3,4884,74154,362168136,Low
2016,Africa,X6,357,91577,32692989,Low
2011,Middle East,3 Series,6254,39141,244787814,Low
2023,Africa,X1,7168,98738,707753984,High
2013,Middle East,3 Series,1146,81525,93427650,Low
2010,North America,M3,3752,63562,238484624,Low
2022,Europe,X1,8736,112823,985621728,High
2014,Europe,i8,9037,35274,318771138,High
2014,Europe,X3,5729,61055,349784095,Low
2013,North America,M3,6853,85947,588994791,Low
2019,Middle East,3 Series,2607,35487,92514609,Low
2021,Africa,M3,237,42587,10093119,Low
2021,Africa,X5,2389,52883,126337487,Low
2016,South America,X3,3470,49252,170904440,Low
2015,Europe,7 Series,2735,70637,193192195,Low
2022,Africa,i8,2118,54245,114890910,Low
2019,North America,i3,5051,59848,302292248,Low
2012,North America,i8,9773,106458,1040414034,High
2011,Middle East,X3,8720,94651,825356720,High
2024,North America,X1,9611,73517,706571887,High
2013,Europe,X1,6856,68069,466681064,Low
2018,Middle East,X5,2388,81535,194705580,Low
2019,Middle East,M5,5213,110775,577470075,Low
2014,Asia,X3,3417,83264,284513088,Low
2010,Asia,X1,3657,80003,292570971,Low
2020,North America,M5,845,99921,84433245,Low
2012,South America,X3,8448,32778,276908544,High
2018,North America,X6,826,65141,53806466,Low
2016,South America,X6,3582,67685,242447670,Low
2012,Africa,X5,4863,104786,509574318,Low
2010,North America,5 Series,7469,64420,481152980,High
2013,Africa,M3,1512,33109,50060808,Low
2018,Asia,X5,2102,86255,181308010,Low
2021,Asia,M3,3161,40938,129405018,Low
2016,Middle East,X3,8211,39396,323480556,High
2014,Middle East,X6,6115,85728,524226720,Low
2022,Asia,X5,1236,115058,142211688,Low
2020,Asia,i8,8605,49728,427909440,High
2023,South America,X3,7681,87727,673831087,High
2015,South America,M5,2994,67519,202151886,Low
2010,Africa,i3,4601,58842,270732042,Low
2016,North America,5 Series,3970,56357,223737290,Low
2021,North America,i3,3043,104176,317007568,Low
2014,Africa,i3,4513,70951,320201863,Low
2016,Asia,X3,2163,52021,112521423,Low
2014,Asia,5 Series,8574,68924,590954376,High
2014,Middle East,X5,4666,60452,282069032,Low
2012,Africa,M5,1307,32529,42515403,Low
2014,Europe,X3,5308,46795,248387860,Low
2017,Europe,3 Series,6917,108093,747679281,Low
2023,North America,X5,7327,61172,448207244,High
2017,Asia,X6,9146,102165,934401090,High
2011,Asia,X6,8936,40265,359808040,High
2020,Africa,X1,9044,93010,841182440,High
2010,South America,5 Series,4498,71342,320896316,Low
2011,North America,i3,6089,31798,193618022,Low
2020,South America,5 Series,6494,99418,645620492,Low
2016,South America,X1,5490,65943,362027070,Low
2012,Asia,X3,1191,79572,94770252,Low
2017,South America,X6,1063,73786,78434518,Low
2013,Middle East,M5,5246,86086,451607156,Low
2019,Asia,X3,5977,98892,591077484,Low
2019,Europe,X6,5176,56316,291491616,Low
2017,North America,X5,1061,96672,102568992,Low
2023,Africa,i8,8643,43994,380240142,High
2011,South America,i8,2679,41516,111221364,Low
2022,Africa,i8,8818,80413,709081834,High
2023,Middle East,7 Series,6627,110204,730321908,Low
2024,Africa,7 Series,9262,59078,547180436,High
2014,South America,X1,2240,103341,231483840,Low
2015,Asia,3 Series,6893,43035,296640255,Low
2010,Middle East,M3,2177,45363,98755251,Low
2024,Africa,X6,9341,64365,601233465,High
2023,Europe,X3,3173,45904,145653392,Low
2010,Middle East,M3,6684,100990,675017160,Low
2023,Africa,i3,6575,73175,481125625,Low
2018,Asia,X6,7428,85130,632345640,High
2014,Africa,5 Series,4723,43562,205743326,Low
2024,Middle East,7 Series,2789,69205,193012745,Low
2024,Middle East,X1,1995,40457,80711715,Low
2023,Europe,M5,5386,32470,174883420,Low
2013,Middle East,X1,2030,60475,122764250,Low
2023,South America,X5,6443,75643,487367849,Low
2010,Asia,X1,6038,76768,463525184,Low
2024,Asia,i3,8728,47562,415121136,High
2012,Europe,i3,2755,109527,301746885,Low
2022,Middle East,X1,7705,59275,456713875,High
2013,Asia,M5,6270,50704,317914080,Low
2020,Europe,5 Series,6204,47317,293554668,Low
2020,Asia,X5,3483,33516,116736228,Low
2014,Africa,5 Series,9125,72184,658679000,High
2023,South America,M5,2080,46158,96008640,Low
2019,Europe,X6,2950,43138,127257100,Low
2021,Middle East,5 Series,5111,119247,609471417,Low
2023,Africa,3 Series,6970,69252,482686440,Low
2014,Europe,i3,809,71998,58246382,Low
2019,South America,M5,2856,39505,112826280,Low
2017,Middle East,M5,3335,113418,378249030,Low
2022,Europe,X6,2446,38602,94420492,Low
2022,Africa,M3,3037,69484,211022908,Low
2012,South America,i3,1113,71841,79959033,Low
2016,Asia,7 Series,8864,54618,484133952,High
2023,Middle East,M5,7733,46373,358602409,High
2022,Middle East,i8,2835,92860,263258100,Low
2015,Middle East,i3,9923,39021,387205383,High
2019,North America,M3,609,45311,27594399,Low
2020,Asia,X3,6275,41366,259571650,Low
2019,Africa,5 Series,6547,53318,349072946,Low
2019,North America,M3,2411,68083,164148113,Low
2020,Europe,X6,1588,35477,56337476,Low
2015,North America,i3,2990,65040,194469600,Low
2019,North America,5 Series,5038,48651,245103738,Low
2018,Europe,M3,1715,77120,132260800,Low
2023,Europe,X1,5497,64714,355732858,Low
2024,Africa,i3,2369,40129,95065601,Low
2016,Middle East,3 Series,8484,95228,807914352,High
2022,Asia,M5,683,87999,60103317,Low
2020,Europe,3 Series,8996,81188,730367248,High
2016,North America,X1,192,85655,16445760,Low
2020,Middle East,i8,3385,73758,249670830,Low
2023,Asia,X3,7889,81664,644247296,High
2010,Europe,3 Series,3451,119068,410903668,Low
2010,South America,i8,6463,104042,672423446,Low
2018,Africa,X5,3295,70967,233836265,Low
2018,Africa,7 Series,9493,61977,588347661,High
2021,Europe,7 Series,6282,54096,339831072,Low
2020,Asia,X1,5968,81351,485502768,Low
2019,North America,X6,5515,67488,372196320,Low
2012,South America,3 Series,8498,32445,275717610,High
2024,Middle East,i8,5116,75070,384058120,Low
2020,Middle East,7 Series,9521,55723,530538683,High
2020,Asia,7 Series,4472,98129,438832888,Low
2017,Middle East,X3,631,45947,28992557,Low
2018,Europe,i8,1518,93886,142518948,Low
2010,Africa,X1,7179,45237,324756423,High
2021,Middle East,i8,6860,61314,420614040,Low
2023,Middle East,7 Series,5728,118865,680858720,Low
2012,Middle East,X3,6450,77259,498320550,Low
2022,Middle East,X6,5610,90062,505247820,Low
2015,Middle East,7 Series,1832,82615,151350680,Low
2024,Asia,M5,3872,81961,317352992,Low
2013,South America,5 Series,1549,34398,53282502,Low
2017,South America,X6,6349,114944,729779456,Low
2024,North America,i3,173,83356,14420588,Low
2018,North America,X5,5147,114520,589434440,Low
2016,Europe,X1,6927,102104,707274408,Low
2020,North America,3 Series,8968,102767,921614456,High
2010,South America,3 Series,1412,99732,140821584,Low
2023,North America,3 Series,2623,81689,214270247,Low
2011,Asia,3 Series,4503,56180,252978540,Low
2010,Asia,i8,4851,38058,184619358,Low
2018,North America,M5,5724,110288,631288512,Low
2013,South America,M3,2505,32978,82609890,Low
2019,Africa,X1,1487,49975,74312825,Low
2023,South America,i8,4668,99170,462925560,Low
2017,North America,M5,4832,111134,536999488,Low
2014,Africa,M3,8490,56511,479778390,High
2014,Middle East,5 Series,2521,34751,87607271,Low
2014,Africa,X6,2306,99931,230440886,Low
2020,South America,i8,9659,75678,730973802,High
2014,South America,3 Series,6626,65948,436971448,Low
2012,South America,i3,2882,117361,338234402,Low
2015,Africa,X6,2229,69832,155655528,Low
2023,Middle East,X5,2636,74518,196429448,Low
2010,North America,M3,9573,42994,411581562,High
2017,North America,X3,9159,95779,877239861,High
2022,Europe,7 Series,8829,70794,625040226,High
2013,Europe,M5,6218,47923,297985214,Low
2015,Middle East,7 Series,6073,93582,568323486,Low
2011,Europe,X6,8080,45797,370039760,High
2011,Asia,3 Series,4883,112358,548644114,Low
2017,Europe,M3,5839,46911,273913329,Low
2023,Europe,i3,6194,58680,363463920,Low
2010,Middle East,X3,2872,70832,203429504,Low
2017,South America,7 Series,3535,93784,331526440,Low
2024,Asia,i3,6995,44297,309857515,Low
2019,North America,i3,8381,52508,440069548,High
2019,South America,i8,1395,75301,105044895,Low
2024,Africa,i3,344,103555,35622920,Low
2010,North America,M3,8746,71343,623965878,High
2024,Middle East,X6,2941,82830,243603030,Low
2018,Europe,X6,6031,47711,287745041,Low
2010,Europe,X1,8784,36413,319851792,High
2013,Europe,M3,9065,107467,974188355,High
2018,Middle East,i8,8740,82768,723392320,High
2010,Asia,3 Series,6777,88944,602773488,Low
2018,Europe,M3,567,72916,41343372,Low
2023,Africa,i3,5731,102198,585696738,Low
2017,Middle East,X5,8505,67723,575984115,High
2014,Asia,7 Series,413,115977,47898501,Low
2015,Middle East,i3,778,51143,39789254,Low
2014,Asia,X5,3145,64796,203783420,Low
2013,Asia,5 Series,1185,65917,78111645,Low
2021,Asia,M5,3874,41679,161464446,Low
2019,Europe,X3,6451,41088,265058688,Low
2024,North America,M5,2975,106698,317426550,Low
2024,South America,i8,1440,65706,94616640,Low
2023,Europe,X6,8605,86620,745365100,High
2022,North America,X5,1705,116090,197933450,Low
2021,Europe,3 Series,7255,109522,794582110,High
2013,Middle East,i8,999,95068,94972932,Low
2023,North America,X5,8108,73218,593651544,High
2019,South America,X1,6677,56032,374125664,Low
2017,South America,X1,7200,73607,529970400,High
2017,North America,M3,7525,48044,361531100,High
2018,Africa,X5,4904,105654,518127216,Low
2012,South America,i8,8612,67033,577288196,High
2019,Africa,X1,9849,119224,1174237176,High
2024,Middle East,X3,7346,88531,650348726,High
2017,Asia,i3,2486,79634,197970124,Low
2024,Middle East,5 Series,7410,47971,355465110,High
2012,Middle East,5 Series,8468,102088,864481184,High
2011,Africa,3 Series,9322,54530,508328660,High
2011,Asia,i8,7185,78341,562880085,High
2018,Middle East,5 Series,5321,72756,387134676,Low
2013,South America,X1,6173,79743,492253539,Low
2014,North America,5 Series,3108,104159,323726172,Low
2011,Asia,X3,4889,101426,495871714,Low
2018,South America,X6,3072,108687,333886464,Low
2016,North America,X1,966,73508,71008728,Low
2012,Middle East,X1,829,42538,35264002,Low
2015,South America,X6,4653,31975,148779675,Low
2016,Middle East,3 Series,4661,107989,503336729,Low
2023,Asia,X3,9731,84251,819846481,High
2021,Europe,i8,3780,55933,211426740,Low
2015,Middle East,M3,9175,70234,644396950,High
2019,Europe,M5,9974,57325,571759550,High
2020,Middle East,i8,4554,42810,194956740,Low
2019,Middle East,X5,9881,72700,718348700,High
2015,South America,3 Series,3702,89623,331784346,Low
2022,Asia,5 Series,720,46124,33209280,Low
2024,Middle East,M3,9223,63027,581298021,High
2017,Asia,X3,6974,90091,628294634,Low
2023,Middle East,M5,2890,43886,126830540,Low
2017,North America,X3,2498,64044,159981912,Low
2014,North America,5 Series,3201,117534,376226334,Low
2023,Africa,X5,7794,75739,590309766,High
2013,Asia,X5,8464,64418,545233952,High
2020,North America,3 Series,8754,102881,900620274,High
2014,North America,X3,6705,108562,727908210,Low
2018,Europe,M5,7759,112316,871459844,High
2021,Africa,i3,5159,63295,326538905,Low
2019,South America,X6,4542,63836,289943112,Low
2015,North America,i3,1691,42757,72302087,Low
2012,North America,i3,144,74730,10761120,Low
2012,North America,i8,5087,91964,467820868,Low
2023,Middle East,7 Series,6159,61925,381396075,Low
2010,Europe,5 Series,6699,69989,468856311,Low
2024,Europe,i8,1270,34116,43327320,Low
2024,North America,M5,5709,84352,481565568,Low
2014,Africa,3 Series,7121,115092,819570132,High
2015,South America,X3,3359,98257,330045263,Low
2017,Africa,7 Series,9846,56335,554674410,High
2020,South America,M3,8859,34213,303092967,High
2018,Europe,M5,2097,108706,227956482,Low
2016,Asia,3 Series,3352,69615,233349480,Low
2010,Africa,X6,1065,113580,120962700,Low
2016,South America,i3,2353,109879,258545287,Low
2019,South America,M3,8199,34781,285169419,High
2018,Europe,X6,1424,84287,120024688,Low
2013,Middle East,3 Series,156,94417,14729052,Low
2020,North America,M5,5386,112475,605790350,Low
2021,South America,X3,8500,76894,653599000,High
2016,North America,5 Series,4445,30279,134590155,Low
2018,Asia,X3,527,31701,16706427,Low
2010,North America,i8,4475,40953,183264675,Low
2021,Asia,X3,3711,42427,157446597,Low
2019,Europe,X6,1620,30905,50066100,Low
2018,Middle East,7 Series,9237,109636,1012707732,High
2013,Asia,X3,5367,102826,551867142,Low
2021,South America,M5,3083,54632,168430456,Low
2017,Asia,7 Series,3278,107554,352562012,Low
2012,Middle East,i8,3865,73537,284220505,Low
2011,North America,X3,9587,43122,413410614,High
2022,Africa,X1,4195,40567,170178565,Low
2021,Europe,i8,7280,47888,348624640,High
2017,North America,3 Series,4382,37348,163658936,Low
2017,Asia,3 Series,3397,39873,135448581,Low
2012,South America,5 Series,1065,87277,92950005,Low
2022,North America,M5,434,81975,35577150,Low
2017,Middle East,5 Series,5275,86210,454757750,Low
2020,Europe,M3,1248,107328,133945344,Low
2020,South America,X1,8096,45833,371063968,High
2015,Africa,3 Series,1201,59130,71015130,Low
2019,Middle East,X1,8973,107629,965755017,High
2018,Africa,3 Series,9610,84539,812419790,High
2019,North America,X5,1213,109089,132324957,Low
2022,South America,7 Series,5300,89422,473936600,Low
2015,Europe,i8,6158,72531,446645898,Low
2017,Asia,5 Series,7867,100815,793111605,High
2011,Africa,X5,4170,46013,191874210,Low
2010,Europe,i3,2535,88610,224626350,Low
2019,North America,X1,9754,107370,1047286980,High
2019,Africa,X1,5048,66041,333374968,Low
2011,South America,i3,3205,66342,212626110,Low
2021,Asia,M3,4759,32286,153649074,Low
2013,Africa,i8,6264,78570,492162480,Low
2019,Africa,X6,4212,42773,180159876,Low
2018,Europe,5 Series,2714,54989,149240146,Low
2016,North America,X3,7738,34867,269800846,High
2018,Asia,X3,1175,97907,115040725,Low
2018,North America,5 Series,6841,66808,457033528,Low
2018,South America,7 Series,5796,103059,597329964,Low
2017,North America,7 Series,6357,85277,542105889,Low
2015,Africa,3 Series,2942,54421,160106582,Low
2023,North America,X1,8877,83944,745170888,High
2020,South America,M5,8137,95135,774113495,High
2019,Middle East,3 Series,3662,91087,333560594,Low
2016,Africa,M5,3574,111375,398054250,Low
2024,Asia,X6,5695,47927,272944265,Low
2011,Europe,3 Series,8043,69850,561803550,High
2020,North America,X1,8995,30319,272719405,High
2010,South America,5 Series,4752,88684,421426368,Low
2022,Europe,M3,5987,38481,230385747,Low
2014,North America,M3,9368,72519,679357992,High
2017,Asia,3 Series,7267,34869,253393023,High
2012,Europe,X3,349,37029,12923121,Low
2016,Middle East,3 Series,8493,77891,661528263,High
2014,Europe,7 Series,9238,66458,613939004,High
2021,North America,i3,4134,41948,173413032,Low
2019,Europe,M5,4481,100521,450434601,Low
2022,North America,i3,1055,36652,38667860,Low
2017,Asia,X3,4851,41510,201365010,Low
2015,North America,X1,1260,108731,137001060,Low
2015,South America,5 Series,5736,47418,271989648,Low
2016,Asia,X6,5223,54810,286272630,Low
2016,Europe,M3,1569,55039,86356191,Low
2013,South America,3 Series,5873,39748,233440004,Low
2019,North America,3 Series,5870,90007,528341090,Low
2021,Asia,M5,7116,87757,624478812,High
2019,Middle East,i8,8674,76917,667178058,High
2019,Asia,X3,720,83996,60477120,Low
2024,Europe,i3,2790,58550,163354500,Low
2022,South America,X6,9876,115615,1141813740,High
2017,Middle East,7 Series,5417,73189,396464813,Low
2015,South America,i3,5701,83367,475275267,Low
2020,Europe,5 Series,6299,84682,533411918,Low
2022,Middle East,X5,7075,80387,568738025,High
2017,Middle East,i3,906,59344,53765664,Low
2016,Middle East,3 Series,4616,64512,297787392,Low
2010,Europe,X3,6005,116654,700507270,Low
2013,North America,X3,8029,55619,446564951,High
2016,Europe,M5,9810,93991,922051710,High
2018,Europe,X3,7588,91029,690728052,High
2011,Middle East,i8,5153,35219,181483507,Low
2024,Asia,M3,9039,45400,410370600,High
2014,Middle East,X3,391,72876,28494516,Low
2018,Asia,3 Series,8865,66174,586632510,High
2018,Europe,X6,9749,37179,362458071,High
2015,Middle East,3 Series,8210,51895,426057950,High
2016,South America,i3,352,90885,31991520,Low
2018,South America,M5,1107,109196,120879972,Low
2023,Africa,X5,7150,36770,262905500,High
2023,South America,i3,6054,73147,442831938,Low
2019,North America,X1,138,71480,9864240,Low
2017,North America,M3,4761,93341,444396501,Low
2023,Asia,X5,3513,68669,241234197,Low
2019,Europe,X3,2691,95057,255798387,Low
2015,South America,3 Series,9543,38677,369094611,High
2015,Africa,3 Series,2325,99721,231851325,Low
2016,Europe,5 Series,9574,107917,1033197358,High
2016,South America,i8,8328,81251,676658328,High
2011,Asia,5 Series,8721,107011,933242931,High
2018,Africa,i3,7888,84142,663712096,High
2013,Africa,X6,6125,111105,680518125,Low
2022,South America,7 Series,3416,52572,179585952,Low
2022,Asia,M5,8595,102913,884537235,High
2019,Europe,X5,2215,97118,215116370,Low
2018,Middle East,X5,8457,97540,824895780,High
2024,Africa,5 Series,5192,96194,499439248,Low
2024,Europe,5 Series,6818,82928,565403104,Low
2021,Asia,i8,1862,58398,108737076,Low
2020,Europe,7 Series,349,92194,32175706,Low
2024,North America,3 Series,3961,66864,264848304,Low
2019,Europe,M5,9562,38803,371034286,High
2012,Africa,7 Series,3530,53751,189741030,Low
2014,Europe,i3,8760,106187,930198120,High
2014,Middle East,M3,5722,61145,349871690,Low
2016,Africa,5 Series,6894,113485,782365590,Low
2021,Europe,X3,2002,63439,127004878,Low
